O3 absorption cross sections from:
L.T Molina and M.J. Molina, "Absolute absorption cross sections of ozone in the 185- to 350-nm wavelength range," 
J. Geophys. Res. 91, 14501-14508 (1986).
Data downloaded on 3 March 2010 by S. Madronich from the MPI web site:
http://www.atmosphere.mpg.de/enid/2295
Wavelengths are nm in AIR
Cross sections are in cm2 molecule-1
From 185 to 240 nm (n=110):  nm, xs(226K), xs(298K)
From 240.5 to 350 nm (n=219): nm, xs(226K), xs(263K), xs(298K)
_________________________________________
185.0	6.437E-19		6.537E-19	   
185.5	6.317E-19		6.383E-19	   
186.0	6.259E-19		6.187E-19	   
186.5	6.172E-19		6.130E-19	   
187.0	5.933E-19		5.941E-19	   
187.5	5.907E-19		5.897E-19	   
188.0	5.655E-19		5.659E-19	   
188.5	5.606E-19		5.605E-19	   
189.0	5.463E-19		5.424E-19	   
189.5	5.263E-19		5.319E-19	   
190.0	5.163E-19		5.114E-19	   
190.5	4.989E-19		4.991E-19	   
191.0	4.842E-19		4.880E-19	   
191.5	4.712E-19		4.735E-19	   
192.0	4.595E-19		4.606E-19	   
192.5	4.455E-19		4.493E-19	   
193.0	4.312E-19		4.336E-19	   
193.5	4.224E-19		4.209E-19	   
194.0	4.088E-19		4.066E-19	   
194.5	3.979E-19		4.008E-19	   
195.0	3.827E-19		3.864E-19	   
195.5	3.716E-19		3.772E-19	   
196.0	3.642E-19		3.673E-19	   
196.5	3.551E-19		3.559E-19	   
197.0	3.463E-19		3.500E-19	   
197.5	3.396E-19		3.436E-19	   
198.0	3.333E-19		3.349E-19	   
198.5	3.250E-19		3.284E-19	   
199.0	3.213E-19		3.209E-19	   
199.5	3.150E-19		3.181E-19	   
200.0	3.145E-19		3.154E-19	   
200.5	3.156E-19		3.149E-19	   
201.0	3.126E-19		3.115E-19	   
201.5	3.150E-19		3.157E-19	   
202.0	3.156E-19		3.179E-19	   
202.5	3.176E-19		3.213E-19	   
203.0	3.255E-19		3.251E-19	   
203.5	3.327E-19		3.324E-19	   
204.0	3.400E-19		3.365E-19	   
204.5	3.487E-19		3.471E-19	   
205.0	3.623E-19		3.585E-19	   
205.5	3.736E-19		3.706E-19	   
206.0	3.887E-19		3.855E-19	   
206.5	4.065E-19		4.013E-19	   
207.0	4.239E-19		4.200E-19	   
207.5	4.449E-19		4.419E-19	   
208.0	4.684E-19		4.640E-19	   
208.5	4.940E-19		4.876E-19	   
209.0	5.188E-19		5.118E-19	   
209.5	5.490E-19		5.411E-19	   
210.0	5.806E-19		5.716E-19	   
210.5	6.165E-19		6.060E-19	   
211.0	6.528E-19		6.402E-19	   
211.5	6.903E-19		6.797E-19	   
212.0	7.312E-19		7.194E-19	   
212.5	7.798E-19		7.642E-19	   
213.0	8.258E-19		8.104E-19	   
213.5	8.750E-19		8.566E-19	   
214.0	9.255E-19		9.096E-19	   
214.5	9.825E-19		9.637E-19	   
215.0	1.041E-18		1.023E-18	   
215.5	1.104E-18		1.081E-18	   
216.0	1.169E-18		1.146E-18	   
216.5	1.241E-18		1.215E-18	   
217.0	1.314E-18		1.287E-18	   
217.5	1.387E-18		1.362E-18	   
218.0	1.464E-18		1.439E-18	   
218.5	1.548E-18		1.520E-18	   
219.0	1.638E-18		1.601E-18	   
219.5	1.718E-18		1.694E-18	   
220.0	1.799E-18		1.785E-18	   
220.5	1.900E-18		1.888E-18	   
221.0	2.000E-18		1.982E-18	   
221.5	2.103E-18		2.090E-18	   
222.0	2.217E-18		2.200E-18	   
222.5	2.326E-18		2.312E-18	   
223.0	2.443E-18		2.429E-18	   
223.5	2.572E-18		2.548E-18	   
224.0	2.688E-18		2.684E-18	   
224.5	2.828E-18		2.809E-18	   
225.0	2.963E-18		2.943E-18	   
225.5	3.095E-18		3.076E-18	   
226.0	3.239E-18		3.226E-18	   
226.5	3.384E-18		3.366E-18	   
227.0	3.542E-18		3.513E-18	   
227.5	3.703E-18		3.671E-18	   
228.0	3.857E-18		3.829E-18	   
228.5	4.009E-18		3.979E-18	   
229.0	4.164E-18		4.141E-18	   
229.5	4.351E-18		4.316E-18	   
230.0	4.506E-18		4.476E-18	   
230.5	4.682E-18		4.659E-18	   
231.0	4.859E-18		4.814E-18	   
231.5	5.016E-18		4.984E-18	   
232.0	5.230E-18		5.181E-18	   
232.5	5.407E-18		5.368E-18	   
233.0	5.589E-18		5.549E-18	   
233.5	5.749E-18		5.717E-18	   
234.0	5.923E-18		5.891E-18	   
234.5	6.205E-18		6.154E-18	   
235.0	6.349E-18		6.318E-18	   
235.5	6.479E-18		6.454E-18	   
236.0	6.772E-18		6.722E-18	   
236.5	6.918E-18		6.895E-18	   
237.0	7.142E-18		7.094E-18	   
237.5	7.318E-18		7.281E-18	   
238.0	7.532E-18		7.486E-18	   
238.5	7.716E-18		7.679E-18	   
239.0	7.843E-18		7.819E-18	   
239.5	8.148E-18		8.095E-18	   
240.0	8.367E-18		8.314E-18	   
240.5	8.424E-18	8.377E-18	8.398E-18	   
241.0	8.640E-18	8.586E-18	8.603E-18	   
241.5	8.918E-18	8.860E-18	8.861E-18	   
242.0	9.016E-18	8.951E-18	8.971E-18	   
242.5	9.163E-18	9.111E-18	9.126E-18	   
243.0	9.396E-18	9.320E-18	9.333E-18	   
243.5	9.628E-18	9.573E-18	9.560E-18	   
244.0	9.752E-18	9.684E-18	9.717E-18	   
244.5	9.776E-18	9.707E-18	9.751E-18	   
245.0	1.007E-17	9.948E-18	9.932E-18	   
245.5	1.040E-17	1.028E-17	1.025E-17	   
246.0	1.042E-17	1.032E-17	1.033E-17	   
246.5	1.039E-17	1.035E-17	1.034E-17	   
247.0	1.058E-17	1.051E-17	1.047E-17	   
247.5	1.080E-17	1.069E-17	1.068E-17	   
248.0	1.079E-17	1.072E-17	1.071E-17	   
248.5	1.094E-17	1.082E-17	1.082E-17	   
249.0	1.124E-17	1.110E-17	1.112E-17	   
249.5	1.121E-17	1.110E-17	1.112E-17	   
250.0	1.134E-17	1.121E-17	1.124E-17	   
